AWB_Number,Date,Origin_Pincode,Dest_Pincode,Billed_Weight_Kg,Zone,Forward_Charge,RTO_Charge,COD_Amount,COD_Fee,Fuel_Surcharge,ODA_Charge,Docket_Charge,Handling_Charge,Total
BLU202400036,2024-03-21,400001,110001,0.75,B,74.0,0.0,499,30.0,0,0,15,0,119.0
BLU202400037,2024-03-18,400001,560001,2.0,B,108.0,0.0,799,30.0,0,0,15,0,153.0
BLU202400038,2024-03-20,560001,600001,1.5,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400039,2024-03-12,110001,400001,0.3,B,62.0,0.0,799,30.0,0,0,15,0,107.0
BLU202400040,2024-03-13,411001,400001,0.3,A,55.0,0.0,999,30.0,0,0,15,0,100.0
BLU202400041,2024-03-08,700001,500001,0.3,C,72.0,0.0,0,0.0,0,0,15,0,87.0
BLU202400042,2024-03-11,400001,110001,1.2,B,91.0,0.0,799,30.0,0,0,15,0,136.0
BLU202400043,2024-03-23,110001,400001,0.5,B,62.0,0.0,0,0.0,0,0,15,0,77.0
BLU202400044,2024-03-07,110001,302001,0.3,A,55.0,0.0,1499,30.0,0,0,15,0,100.0
BLU202400045,2024-03-02,380001,400001,2.0,A,95.0,0.0,0,0.0,0,0,15,0,110.0
BLU202400046,2024-03-04,400001,110001,1.2,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400047,2024-03-06,411001,400001,1.5,A,80.0,0.0,0,0.0,0,0,15,0,95.0
BLU202400048,2024-03-14,560001,600001,0.32,B,117.8,0.0,999,30.0,0,0,15,0,162.8
BLU202400049,2024-03-03,560001,600001,1.2,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400050,2024-03-23,411001,400001,1.5,A,80.0,0.0,0,0.0,0,0,15,0,95.0
BLU202400051,2024-03-14,400001,110001,1.2,B,91.0,0.0,799,30.0,0,0,15,0,136.0
BLU202400052,2024-03-26,380001,400001,1.2,A,80.0,0.0,799,30.0,0,0,15,0,125.0
BLU202400053,2024-03-03,411001,400001,0.45,A,55.0,0.0,0,0.0,0,0,15,0,70.0
BLU202400054,2024-03-05,380001,400001,0.75,A,65.0,0.0,799,30.0,0,0,15,0,110.0
BLU202400055,2024-03-05,411001,400001,1.35,A,80.0,0.0,799,30.0,0,0,15,0,125.0
BLU202400056,2024-03-04,700001,500001,1.0,C,86.0,0.0,0,0.0,0,0,15,0,101.0
BLU202400057,2024-03-25,380001,400001,0.64,A,65.0,0.0,0,0.0,0,0,15,0,80.0
BLU202400058,2024-03-04,560001,600001,2.0,B,108.0,0.0,0,0.0,0,0,15,0,123.0
BLU202400059,2024-03-26,110001,400001,2.0,B,108.0,0.0,0,0.0,0,0,15,0,123.0
BLU202400060,2024-03-06,560001,600001,1.0,B,74.0,0.0,1499,30.0,0,0,15,0,119.0
BLU202400061,2024-03-05,400001,560001,0.75,B,74.0,0.0,1499,30.0,0,0,15,0,119.0
BLU202400062,2024-03-26,700001,500001,1.2,C,106.0,0.0,499,30.0,0,0,15,0,151.0
BLU202400062,2024-03-23,400001,560001,1.5,B,91.0,0.0,499,30.0,0,0,15,0,136.0
BLU202400064,2024-03-21,400001,560001,0.6,B,74.0,0.0,0,0.0,0,0,15,0,89.0
BLU202400065,2024-03-25,700001,500001,0.5,C,72.0,0.0,1499,30.0,0,0,15,0,117.0
BLU202400066,2024-03-04,380001,400001,0.6,A,65.0,0.0,1499,30.0,0,0,15,0,110.0
BLU202400067,2024-03-23,110001,400001,0.5,B,62.0,0.0,0,0.0,0,0,15,0,77.0
BLU202400068,2024-03-21,400001,560001,1.0,B,74.0,0.0,0,0.0,0,0,15,0,89.0
BLU202400069,2024-03-21,560001,600001,0.3,B,62.0,0.0,799,30.0,0,0,15,0,107.0
BLU202400070,2024-03-28,700001,500001,0.2,C,72.0,0.0,1499,30.0,0,0,15,0,117.0
BLU202400071,2024-03-19,560001,600001,0.75,B,74.0,0.0,1499,30.0,0,0,15,0,119.0
BLU202400072,2024-03-08,560001,600001,1.12,B,91.0,0.0,499,30.0,0,0,15,0,136.0
BLU202400073,2024-03-15,400001,560001,1.5,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400074,2024-03-05,110001,302001,1.2,A,80.0,0.0,799,30.0,0,0,15,0,125.0
BLU202400075,2024-03-12,380001,400001,0.5,A,55.0,0.0,1499,30.0,0,0,15,0,100.0
BLU202400076,2024-03-09,110001,302001,2.0,A,95.0,0.0,0,0.0,0,0,15,0,110.0
BLU202400077,2024-03-13,400001,560001,0.96,B,74.0,0.0,0,0.0,0,0,15,0,89.0
BLU202400078,2024-03-24,110001,400001,1.2,B,91.0,0.0,799,23.97,0,0,15,0,129.97
BLU202400079,2024-03-10,411001,400001,2.0,A,95.0,0.0,499,30.0,0,0,15,0,140.0
BLU202400080,2024-03-07,380001,400001,2.0,A,95.0,0.0,0,0.0,0,0,15,0,110.0
BLU202400081,2024-03-20,400001,110001,1.0,B,74.0,0.0,499,30.0,0,0,15,0,119.0
BLU202400082,2024-03-09,400001,560001,1.5,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400083,2024-03-19,400001,110001,1.5,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400084,2024-03-17,560001,600001,0.38,B,62.0,0.0,499,30.0,0,0,15,0,107.0
BLU202400085,2024-03-12,110001,400001,0.48,B,62.0,0.0,499,30.0,0,0,15,0,107.0
BLU202400086,2024-03-02,110001,302001,1.5,A,80.0,0.0,799,30.0,0,0,15,0,125.0
BLU202400087,2024-03-15,700001,500001,2.0,C,126.0,0.0,799,30.0,0,0,15,0,171.0
BLU202400088,2024-03-20,700001,500001,0.9,C,86.0,0.0,499,30.0,0,0,15,0,131.0
BLU202400089,2024-03-01,560001,600001,2.0,B,108.0,0.0,1499,30.0,0,0,15,0,153.0
BLU202400090,2024-03-24,380001,400001,1.0,A,65.0,0.0,1499,30.0,0,0,15,0,110.0
BLU202400091,2024-03-16,110001,302001,0.48,A,55.0,0.0,799,30.0,0,0,15,0,100.0
BLU202400092,2024-03-23,110001,302001,0.2,A,55.0,112.5,799,30.0,0,0,15,0,212.5
BLU202400093,2024-03-05,411001,400001,1.2,A,80.0,0.0,499,30.0,0,0,15,0,125.0
BLU202400094,2024-03-05,411001,400001,0.6,A,65.0,0.0,999,30.0,0,0,15,0,110.0
BLU202400095,2024-03-06,411001,400001,1.5,A,80.0,0.0,0,0.0,0,0,15,0,95.0
BLU202400096,2024-03-08,560001,600001,2.0,B,108.0,0.0,0,0.0,0,0,15,0,123.0
BLU202400097,2024-03-07,560001,600001,1.12,B,91.0,0.0,999,30.0,0,0,15,0,136.0
BLU202400098,2024-03-04,700001,500001,1.8,C,126.0,0.0,0,0.0,0,0,15,0,141.0
BLU202400099,2024-03-02,700001,500001,0.5,C,72.0,0.0,0,0.0,0,0,15,0,87.0
BLU202400100,2024-03-16,411001,400001,1.0,A,65.0,0.0,999,30.0,0,0,15,0,110.0
BLU202400101,2024-03-20,560001,600001,0.5,B,62.0,0.0,0,0.0,0,0,15,0,77.0
BLU202400102,2024-03-08,400001,110001,0.75,B,74.0,0.0,999,30.0,0,0,15,0,119.0
BLU202400103,2024-03-22,700001,500001,2.0,C,126.0,0.0,0,0.0,0,0,15,0,141.0
BLU202400104,2024-03-21,380001,400001,2.0,A,95.0,0.0,499,30.0,0,0,15,0,140.0
BLU202400105,2024-03-03,560001,600001,0.3,B,62.0,0.0,1499,30.0,0,0,15,50,157.0
BLU202400106,2024-03-06,110001,400001,1.5,B,91.0,0.0,1499,30.0,0,0,15,0,136.0
BLU202400107,2024-03-01,110001,400001,1.0,B,74.0,0.0,0,0.0,0,0,15,0,89.0
BLU202400108,2024-03-18,560001,600001,2.0,B,108.0,0.0,999,30.0,0,0,15,0,153.0
BLU202400109,2024-03-26,411001,400001,1.0,A,65.0,0.0,0,0.0,0,0,15,0,80.0
BLU202400110,2024-03-06,411001,400001,1.0,A,65.0,0.0,999,30.0,0,0,15,0,110.0
BLU202400111,2024-03-28,110001,302001,1.0,A,65.0,0.0,799,30.0,0,0,15,0,110.0
BLU202400112,2024-03-04,400001,560001,1.5,B,91.0,0.0,999,30.0,0,0,15,0,136.0
BLU202400113,2024-03-09,700001,500001,0.75,C,86.0,0.0,0,0.0,0,0,15,0,101.0
BLU202400114,2024-03-19,560001,600001,1.2,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400115,2024-03-22,700001,500001,0.75,C,86.0,0.0,0,0.0,0,0,15,0,101.0
BLU202400116,2024-03-17,110001,400001,1.5,B,91.0,0.0,999,30.0,0,0,15,0,136.0
BLU202400117,2024-03-05,700001,500001,0.75,C,86.0,0.0,0,0.0,0,0,15,0,101.0
BLU202400118,2024-03-18,700001,500001,1.5,C,106.0,0.0,999,30.0,0,0,15,0,151.0
BLU202400119,2024-03-23,400001,560001,2.0,B,108.0,0.0,799,30.0,0,0,15,0,153.0
BLU202400120,2024-03-18,400001,110001,0.75,B,74.0,0.0,0,35.0,0,0,15,0,124.0
BLU202400121,2024-03-07,411001,400001,0.6,A,65.0,0.0,999,30.0,0,0,15,0,110.0
BLU202400122,2024-03-05,411001,400001,1.8,A,95.0,0.0,499,30.0,0,0,15,0,140.0
BLU202400123,2024-03-26,400001,110001,2.0,B,108.0,0.0,999,30.0,0,0,15,0,153.0
BLU202400124,2024-03-07,560001,600001,0.24,B,62.0,0.0,999,30.0,0,0,15,0,107.0
BLU202400125,2024-03-03,380001,400001,1.2,A,80.0,0.0,999,30.0,0,0,15,0,125.0
BLU202400126,2024-03-14,411001,400001,0.45,A,55.0,0.0,0,0.0,0,0,15,0,70.0
BLU202400127,2024-03-28,700001,500001,1.5,C,106.0,0.0,499,30.0,0,0,15,0,151.0
BLU202400128,2024-03-06,110001,400001,1.2,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400129,2024-03-01,110001,302001,1.2,A,80.0,0.0,1499,30.0,0,0,15,0,125.0
BLU202400130,2024-03-15,380001,400001,0.75,A,65.0,0.0,0,0.0,0,0,15,0,80.0
BLU202400131,2024-03-26,110001,302001,0.32,A,55.0,0.0,0,0.0,0,0,15,0,70.0
BLU202400132,2024-03-20,110001,302001,0.3,A,55.0,0.0,0,0.0,0,0,15,0,70.0
BLU202400133,2024-03-15,110001,302001,0.2,A,55.0,0.0,499,30.0,0,0,15,0,100.0
BLU202400134,2024-03-27,110001,400001,1.0,B,74.0,0.0,0,0.0,0,0,15,0,89.0
BLU202400135,2024-03-22,110001,302001,1.0,A,65.0,0.0,0,0.0,0,0,15,0,80.0
BLU202400136,2024-03-18,560001,600001,1.0,B,74.0,0.0,0,0.0,0,0,15,0,89.0
BLU202400137,2024-03-21,411001,400001,1.12,A,80.0,0.0,0,0.0,0,0,15,0,95.0
BLU202400138,2024-03-13,380001,400001,0.5,A,55.0,0.0,0,0.0,0,0,15,0,70.0
BLU202400139,2024-03-23,110001,302001,1.0,A,65.0,0.0,1499,30.0,0,0,15,0,110.0
BLU202400140,2024-03-17,380001,400001,2.3,A,110.0,0.0,799,30.0,0,0,15,0,155.0
BLU202400141,2024-03-21,560001,600001,0.75,B,74.0,0.0,0,0.0,0,0,15,0,89.0
BLU202400142,2024-03-09,400001,560001,0.75,B,74.0,0.0,0,0.0,0,0,15,0,89.0
BLU202400143,2024-03-07,110001,302001,0.75,A,65.0,0.0,499,30.0,0,0,15,0,110.0
BLU202400144,2024-03-04,110001,302001,0.75,A,65.0,0.0,999,30.0,0,0,15,0,110.0
BLU202400145,2024-03-11,380001,400001,1.2,A,80.0,0.0,799,30.0,0,0,15,0,125.0
BLU202400146,2024-03-12,700001,500001,1.8,C,126.0,0.0,0,0.0,0,0,15,0,141.0
BLU202400147,2024-03-27,400001,560001,2.0,B,108.0,0.0,1499,30.0,0,0,15,0,153.0
BLU202400148,2024-03-19,700001,500001,1.5,C,106.0,0.0,0,0.0,0,0,15,0,121.0
BLU202400149,2024-03-05,560001,600001,1.5,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400150,2024-03-18,380001,400001,0.9,A,65.0,0.0,499,30.0,0,0,15,0,110.0
BLU202400151,2024-03-24,411001,400001,2.0,A,95.0,0.0,0,0.0,0,0,15,0,110.0
BLU202400152,2024-03-21,411001,400001,0.5,A,55.0,0.0,799,30.0,0,0,15,0,100.0
BLU202400153,2024-03-05,400001,110001,0.2,B,62.0,0.0,499,30.0,0,0,15,0,107.0
BLU202400154,2024-03-15,400001,110001,0.75,B,74.0,0.0,799,30.0,0,0,15,0,119.0
BLU202400155,2024-03-18,411001,400001,0.6,A,65.0,0.0,0,0.0,0,0,15,0,80.0
BLU202400156,2024-03-10,400001,110001,1.0,B,74.0,0.0,799,30.0,0,0,15,0,119.0
BLU202400157,2024-03-05,400001,560001,0.3,B,62.0,0.0,799,30.0,0,0,15,0,107.0
BLU202400158,2024-03-13,700001,500001,1.0,C,86.0,0.0,1499,30.0,0,0,15,0,131.0
BLU202400159,2024-03-08,411001,400001,0.75,A,65.0,0.0,999,30.0,0,0,15,0,110.0
BLU202400160,2024-03-13,400001,560001,1.5,E,148.0,0.0,499,30.0,0,0,15,0,193.0
BLU202400161,2024-03-16,400001,110001,0.5,B,62.0,0.0,0,0.0,0,0,15,0,77.0
BLU202400162,2024-03-28,400001,110001,1.2,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400163,2024-03-09,400001,110001,0.38,B,62.0,0.0,999,30.0,0,0,15,0,107.0
BLU202400164,2024-03-19,700001,500001,0.3,C,72.0,0.0,0,0.0,0,0,15,0,87.0
BLU202400165,2024-03-08,560001,600001,1.2,B,91.0,0.0,799,30.0,0,0,15,0,136.0
BLU202400166,2024-03-23,380001,400001,0.5,A,55.0,0.0,1499,30.0,0,0,15,0,100.0
BLU202400167,2024-03-27,400001,560001,1.5,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400168,2024-03-09,700001,500001,0.8,C,86.0,0.0,999,30.0,0,0,15,0,131.0
BLU202400169,2024-03-06,700001,500001,1.5,C,106.0,0.0,499,30.0,0,0,15,0,151.0
BLU202400170,2024-03-03,560001,600001,0.75,B,74.0,0.0,999,30.0,0,0,15,0,119.0
BLU202400171,2024-03-13,380001,400001,0.5,A,55.0,0.0,999,30.0,0,0,15,0,100.0
BLU202400172,2024-03-15,400001,560001,0.3,B,62.0,0.0,0,0.0,0,0,15,0,77.0
BLU202400173,2024-03-14,110001,400001,0.5,B,62.0,0.0,0,0.0,0,0,15,0,77.0
BLU202400174,2024-03-18,400001,110001,0.45,B,62.0,0.0,0,0.0,0,0,15,0,77.0
BLU202400175,2024-03-13,400001,110001,1.0,B,74.0,0.0,499,30.0,0,0,15,0,119.0
BLU202400176,2024-03-09,380001,400001,0.9,A,65.0,0.0,0,0.0,0,0,15,0,80.0
BLU202400177,2024-03-14,110001,400001,0.8,B,74.0,0.0,0,0.0,0,0,15,0,89.0
BLU202400178,2024-03-09,411001,400001,0.48,A,55.0,0.0,0,0.0,0,0,15,0,70.0
BLU202400179,2024-03-10,411001,400001,0.4,A,55.0,0.0,0,0.0,0,0,15,0,70.0
BLU202400180,2024-03-11,380001,400001,1.2,A,80.0,0.0,499,30.0,0,0,15,0,125.0
BLU202400181,2024-03-11,700001,500001,0.75,C,86.0,0.0,499,30.0,0,0,15,0,131.0
BLU202400182,2024-03-26,560001,600001,2.0,B,108.0,0.0,799,30.0,0,0,15,0,153.0
BLU202400183,2024-03-04,560001,600001,1.5,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400184,2024-03-07,400001,110001,2.0,B,108.0,0.0,999,30.0,0,0,15,0,153.0
BLU202400185,2024-03-21,380001,400001,2.0,A,95.0,0.0,0,0.0,0,0,15,0,110.0
BLU202400186,2024-03-13,110001,400001,1.5,B,91.0,0.0,1499,30.0,0,0,15,0,136.0
BLU202400187,2024-03-02,380001,400001,1.5,A,80.0,0.0,799,30.0,0,0,15,0,125.0
BLU202400188,2024-03-21,110001,302001,1.2,A,80.0,0.0,0,0.0,0,0,15,0,95.0
BLU202400189,2024-03-01,700001,500001,1.5,C,106.0,0.0,0,0.0,0,0,15,0,121.0
BLU202400190,2024-03-13,110001,302001,2.0,A,95.0,0.0,0,0.0,0,0,15,0,110.0
BLU202400191,2024-03-10,400001,110001,2.0,B,108.0,0.0,0,0.0,0,0,15,0,123.0
BLU202400192,2024-03-11,110001,400001,1.2,B,91.0,0.0,0,0.0,0,0,15,0,106.0
BLU202400193,2024-03-15,700001,500001,2.0,C,126.0,0.0,0,0.0,0,0,15,0,141.0
BLU202400194,2024-03-23,560001,600001,0.2,B,62.0,0.0,1499,30.0,0,0,15,0,107.0
BLU202400195,2024-03-08,400001,560001,0.5,B,62.0,0.0,999,30.0,0,0,15,0,107.0
BLU202400196,2024-03-08,700001,500001,1.5,C,106.0,0.0,499,30.0,0,0,15,0,151.0
BLU202400197,2024-03-24,380001,400001,1.5,A,80.0,0.0,0,0.0,0,0,15,0,95.0
BLU202400198,2024-03-23,380001,400001,1.5,A,80.0,0.0,0,0.0,0,0,15,0,95.0
BLU202400199,2024-03-28,400001,560001,0.6,B,74.0,0.0,1499,30.0,0,0,15,0,119.0
BLU202400200,2024-03-04,700001,500001,0.8,C,86.0,0.0,499,30.0,0,0,15,0,131.0
